R 50.00000
Frequency (GHz),RE[Z11],IM[Z11]
2.65000000,1.755e-4,-46.1468
2.70000000,1.727e-4,-45.1456
2.75000000,1.708e-4,-44.1781
2.80000000,1.696e-4,-43.2423
2.85000000,1.692e-4,-42.3366
2.90000000,1.694e-4,-41.4594
2.95000000,1.702e-4,-40.6093
3.00000000,1.714e-4,-39.7849
3.05000000,1.731e-4,-38.9849
3.10000000,1.751e-4,-38.2082
3.15000000,1.773e-4,-37.4536
3.20000000,1.797e-4,-36.7201
3.25000000,1.822e-4,-36.0067
3.30000000,1.847e-4,-35.3125
3.35000000,1.873e-4,-34.6365
3.40000000,1.897e-4,-33.9781
3.45000000,1.920e-4,-33.3364
3.50000000,1.942e-4,-32.7107
3.55000000,1.962e-4,-32.1003
3.60000000,1.979e-4,-31.5046
3.65000000,1.994e-4,-30.9230
3.70000000,2.005e-4,-30.3548
3.75000000,2.014e-4,-29.7996
3.80000000,2.020e-4,-29.2568
3.85000000,2.022e-4,-28.7259
3.90000000,2.021e-4,-28.2064
3.95000000,2.016e-4,-27.6980
4.00000000,2.008e-4,-27.2001
4.05000000,1.997e-4,-26.7125
4.10000000,1.983e-4,-26.2346
4.15000000,1.965e-4,-25.7662
4.20000000,1.944e-4,-25.3069
4.25000000,1.920e-4,-24.8563
4.30000000,1.893e-4,-24.4142
4.35000000,1.864e-4,-23.9802
4.40000000,1.832e-4,-23.5541
4.45000000,1.798e-4,-23.1356
4.50000000,1.761e-4,-22.7244
4.55000000,1.723e-4,-22.3203
4.60000000,1.683e-4,-21.9230
4.65000000,1.642e-4,-21.5324
4.70000000,1.599e-4,-21.1481
4.75000000,1.556e-4,-20.7699
4.80000000,1.512e-4,-20.3978
4.85000000,1.467e-4,-20.0314
4.90000000,1.422e-4,-19.6706
4.95000000,1.376e-4,-19.3152
5.00000000,1.331e-4,-18.9650
5.05000000,1.286e-4,-18.6199
5.10000000,1.242e-4,-18.2798
5.15000000,1.199e-4,-17.9443
5.20000000,1.157e-4,-17.6135
5.25000000,1.116e-4,-17.2872
5.30000000,1.076e-4,-16.9651
5.35000000,1.038e-4,-16.6473
5.40000000,1.002e-4,-16.3335
5.45000000,9.674e-5,-16.0237
5.50000000,9.354e-5,-15.7177
5.55000000,9.057e-5,-15.4154
5.60000000,8.784e-5,-15.1168
5.65000000,8.536e-5,-14.8216
5.70000000,8.314e-5,-14.5298
5.75000000,8.120e-5,-14.2412
5.80000000,7.953e-5,-13.9559
5.85000000,7.814e-5,-13.6737
5.90000000,7.704e-5,-13.3945
5.95000000,7.622e-5,-13.1182
6.00000000,7.570e-5,-12.8447
6.05000000,7.546e-5,-12.5740
6.10000000,7.552e-5,-12.3060
6.15000000,7.585e-5,-12.0406
6.20000000,7.647e-5,-11.7776
6.25000000,7.735e-5,-11.5171
6.30000000,7.851e-5,-11.2590
6.35000000,7.992e-5,-11.0032
6.40000000,8.157e-5,-10.7497
6.45000000,8.346e-5,-10.4983
6.50000000,8.558e-5,-10.2490
6.55000000,8.789e-5,-10.0018
6.60000000,9.040e-5,-9.75650
6.65000000,9.309e-5,-9.51317
6.70000000,9.593e-5,-9.27171
6.75000000,9.891e-5,-9.03206
6.80000000,1.020e-4,-8.79418
6.85000000,1.052e-4,-8.55799
6.90000000,1.085e-4,-8.32346
6.95000000,1.118e-4,-8.09053
7.00000000,1.151e-4,-7.85916
7.05000000,1.185e-4,-7.62929
7.10000000,1.218e-4,-7.40087
7.15000000,1.251e-4,-7.17387
7.20000000,1.283e-4,-6.94823
7.25000000,1.315e-4,-6.72391
7.30000000,1.346e-4,-6.50087
7.35000000,1.375e-4,-6.27907
7.40000000,1.404e-4,-6.05845
7.45000000,1.431e-4,-5.83899
7.50000000,1.457e-4,-5.62064
7.55000000,1.481e-4,-5.40336
7.60000000,1.503e-4,-5.18711
7.65000000,1.524e-4,-4.97186
7.70000000,1.542e-4,-4.75757
7.75000000,1.558e-4,-4.54419
7.80000000,1.573e-4,-4.33170
7.85000000,1.584e-4,-4.12005
7.90000000,1.594e-4,-3.90922
7.95000000,1.601e-4,-3.69916
8.00000000,1.606e-4,-3.48985
8.05000000,1.608e-4,-3.28125
8.10000000,1.608e-4,-3.07332
8.15000000,1.605e-4,-2.86603
8.20000000,1.600e-4,-2.65936
8.25000000,1.592e-4,-2.45326
8.30000000,1.582e-4,-2.24770
8.35000000,1.570e-4,-2.04266
8.40000000,1.555e-4,-1.83810
8.45000000,1.539e-4,-1.63400
8.50000000,1.520e-4,-1.43031
8.55000000,1.500e-4,-1.22701
8.60000000,1.478e-4,-1.02406
8.65000000,1.454e-4,-0.82145
8.70000000,1.430e-4,-0.61913
8.75000000,1.404e-4,-0.41709
8.80000000,1.377e-4,-0.21527
8.85000000,1.351e-4,-0.01367
8.90000000,1.323e-4,0.187754
8.95000000,1.296e-4,0.389030
9.00000000,1.268e-4,0.590188
9.05000000,1.242e-4,0.791257
9.10000000,1.216e-4,0.992267
9.15000000,1.191e-4,1.193246
9.20000000,1.169e-4,1.394225
9.25000000,1.149e-4,1.595234
9.30000000,1.133e-4,1.796302
9.35000000,1.120e-4,1.997458
9.40000000,1.113e-4,2.198734
9.45000000,1.110e-4,2.400158
9.50000000,1.114e-4,2.601761
9.55000000,1.126e-4,2.803574
9.60000000,1.145e-4,3.005626
9.65000000,1.173e-4,3.207949
9.70000000,1.212e-4,3.410574
9.75000000,1.262e-4,3.613532
9.80000000,1.324e-4,3.816854
9.85000000,1.401e-4,4.020571
9.90000000,1.492e-4,4.224717
9.95000000,1.600e-4,4.429323
10.0000000,1.725e-4,4.634422
R 50.00000
Frequency (GHz),RE[Z11],IM[Z11]
WIDC = 1000.0
2.00000000,2.248e-4,-57.4558
2.05000000,7.242e-5,-55.9050
2.10000000,-1.73e-5,-54.4243
2.15000000,-5.97e-5,-53.0089
2.20000000,-6.74e-5,-51.6542
2.25000000,-5.03e-5,-50.3563
2.30000000,-1.63e-5,-49.1114
2.35000000,2.828e-5,-47.9161
2.40000000,7.855e-5,-46.7673
2.45000000,1.308e-4,-45.6622
2.50000000,1.820e-4,-44.5981
2.55000000,2.303e-4,-43.5725
2.60000000,2.739e-4,-42.5834
2.65000000,3.119e-4,-41.6285
2.70000000,3.437e-4,-40.7060
2.75000000,3.688e-4,-39.8141
2.80000000,3.872e-4,-38.9511
2.85000000,3.990e-4,-38.1156
2.90000000,4.044e-4,-37.3060
2.95000000,4.037e-4,-36.5212
3.00000000,3.974e-4,-35.7597
3.05000000,3.859e-4,-35.0205
3.10000000,3.698e-4,-34.3025
3.15000000,3.495e-4,-33.6046
3.20000000,3.257e-4,-32.9259
3.25000000,2.987e-4,-32.2655
3.30000000,2.693e-4,-31.6226
3.35000000,2.378e-4,-30.9963
3.40000000,2.048e-4,-30.3860
3.45000000,1.707e-4,-29.7909
3.50000000,1.359e-4,-29.2104
3.55000000,1.009e-4,-28.6438
3.60000000,6.604e-5,-28.0905
3.65000000,3.161e-5,-27.5500
3.70000000,-2.06e-6,-27.0218
3.75000000,-3.47e-5,-26.5053
3.80000000,-6.60e-5,-26.0002
3.85000000,-9.58e-5,-25.5058
3.90000000,-1.24e-4,-25.0219
3.95000000,-1.50e-4,-24.5480
4.00000000,-1.74e-4,-24.0836
4.05000000,-1.96e-4,-23.6286
4.10000000,-2.16e-4,-23.1824
4.15000000,-2.34e-4,-22.7448
4.20000000,-2.49e-4,-22.3154
4.25000000,-2.62e-4,-21.8940
4.30000000,-2.72e-4,-21.4803
4.35000000,-2.80e-4,-21.0739
4.40000000,-2.86e-4,-20.6747
4.45000000,-2.89e-4,-20.2823
4.50000000,-2.90e-4,-19.8966
4.55000000,-2.89e-4,-19.5172
4.60000000,-2.86e-4,-19.1441
4.65000000,-2.80e-4,-18.7769
4.70000000,-2.73e-4,-18.4155
4.75000000,-2.63e-4,-18.0596
4.80000000,-2.52e-4,-17.7092
4.85000000,-2.39e-4,-17.3639
4.90000000,-2.24e-4,-17.0237
4.95000000,-2.08e-4,-16.6883
5.00000000,-1.91e-4,-16.3577
5.05000000,-1.72e-4,-16.0316
5.10000000,-1.52e-4,-15.7100
5.15000000,-1.31e-4,-15.3926
5.20000000,-1.09e-4,-15.0793
5.25000000,-8.65e-5,-14.7701
5.30000000,-6.33e-5,-14.4647
5.35000000,-3.96e-5,-14.1631
5.40000000,-1.54e-5,-13.8651
5.45000000,8.928e-6,-13.5706
5.50000000,3.341e-5,-13.2796
5.55000000,5.790e-5,-12.9919
5.60000000,8.226e-5,-12.7073
5.65000000,1.064e-4,-12.4259
5.70000000,1.301e-4,-12.1475
5.75000000,1.534e-4,-11.8720
5.80000000,1.762e-4,-11.5993
5.85000000,1.982e-4,-11.3294
5.90000000,2.194e-4,-11.0621
5.95000000,2.398e-4,-10.7974
6.00000000,2.591e-4,-10.5352
6.05000000,2.774e-4,-10.2754
6.10000000,2.946e-4,-10.0179
6.15000000,3.105e-4,-9.76276
6.20000000,3.251e-4,-9.50977
6.25000000,3.383e-4,-9.25891
6.30000000,3.501e-4,-9.01011
6.35000000,3.603e-4,-8.76331
6.40000000,3.690e-4,-8.51844
6.45000000,3.762e-4,-8.27544
6.50000000,3.816e-4,-8.03425
6.55000000,3.855e-4,-7.79481
6.60000000,3.876e-4,-7.55706
6.65000000,3.879e-4,-7.32095
6.70000000,3.866e-4,-7.08643
6.75000000,3.835e-4,-6.85343
6.80000000,3.787e-4,-6.62192
6.85000000,3.721e-4,-6.39182
6.90000000,3.638e-4,-6.16311
6.95000000,3.539e-4,-5.93572
7.00000000,3.422e-4,-5.70961
7.05000000,3.290e-4,-5.48473
7.10000000,3.141e-4,-5.26104
7.15000000,2.977e-4,-5.03849
7.20000000,2.798e-4,-4.81703
7.25000000,2.606e-4,-4.59663
7.30000000,2.400e-4,-4.37724
7.35000000,2.181e-4,-4.15881
7.40000000,1.952e-4,-3.94132
7.45000000,1.711e-4,-3.72470
7.50000000,1.462e-4,-3.50894
7.55000000,1.204e-4,-3.29398
7.60000000,9.486e-5,-3.07978
7.65000000,7.075e-5,-2.86632
7.70000000,4.819e-5,-2.65355
7.75000000,2.735e-5,-2.44143
7.80000000,8.381e-6,-2.22994
7.85000000,-8.60e-6,-2.01902
7.90000000,-2.35e-5,-1.80865
7.95000000,-3.62e-5,-1.59878
8.00000000,-4.66e-5,-1.38939
8.05000000,-5.46e-5,-1.18043
8.10000000,-6.03e-5,-0.97188
8.15000000,-6.36e-5,-0.76369
8.20000000,-6.45e-5,-0.55583
8.25000000,-6.30e-5,-0.34827
8.30000000,-5.93e-5,-0.14096
8.35000000,-5.32e-5,0.066112
8.40000000,-4.51e-5,0.272995
8.45000000,-3.49e-5,0.479721
8.50000000,-2.30e-5,0.686324
8.55000000,-9.32e-6,0.892838
8.60000000,5.744e-6,1.099298
8.65000000,2.197e-5,1.305739
8.70000000,3.907e-5,1.512195
8.75000000,5.672e-5,1.718701
8.80000000,7.456e-5,1.925292
8.85000000,9.218e-5,2.132002
8.90000000,1.091e-4,2.338867
8.95000000,1.250e-4,2.545923
9.00000000,1.391e-4,2.753204
9.05000000,1.510e-4,2.960747
9.10000000,1.601e-4,3.168588
9.15000000,1.656e-4,3.376763
9.20000000,1.669e-4,3.585309
9.25000000,1.659e-4,3.794261
9.30000000,1.652e-4,4.003652
9.35000000,1.646e-4,4.213519
9.40000000,1.644e-4,4.423901
9.45000000,1.645e-4,4.634834
9.50000000,1.651e-4,4.846357
9.55000000,1.661e-4,5.058510
9.60000000,1.677e-4,5.271331
9.65000000,1.699e-4,5.484861
9.70000000,1.728e-4,5.699140
9.75000000,1.764e-4,5.914210
9.80000000,1.809e-4,6.130111
9.85000000,1.863e-4,6.346888
9.90000000,1.928e-4,6.564583
9.95000000,2.003e-4,6.783240
10.0000000,2.090e-4,7.002905
R 50.00000
Frequency (GHz),RE[Z11],IM[Z11]
WIDC = 1100.0
2.00000000,2.074e-4,-52.4841
2.05000000,-2.42e-4,-51.0497
2.10000000,-5.45e-4,-49.6798
2.15000000,-7.34e-4,-48.3699
2.20000000,-8.36e-4,-47.1160
2.25000000,-8.70e-4,-45.9142
2.30000000,-8.54e-4,-44.7611
2.35000000,-8.02e-4,-43.6537
2.40000000,-7.24e-4,-42.5890
2.45000000,-6.30e-4,-41.5645
2.50000000,-5.26e-4,-40.5776
2.55000000,-4.18e-4,-39.6262
2.60000000,-3.09e-4,-38.7082
2.65000000,-2.04e-4,-37.8216
2.70000000,-1.04e-4,-36.9649
2.75000000,-1.07e-5,-36.1362
2.80000000,7.417e-5,-35.3341
2.85000000,1.501e-4,-34.5572
2.90000000,2.168e-4,-33.8041
2.95000000,2.742e-4,-33.0737
3.00000000,3.224e-4,-32.3647
3.05000000,3.617e-4,-31.6762
3.10000000,3.925e-4,-31.0071
3.15000000,4.153e-4,-30.3565
3.20000000,4.306e-4,-29.7235
3.25000000,4.392e-4,-29.1072
3.30000000,4.415e-4,-28.5070
3.35000000,4.382e-4,-27.9221
3.40000000,4.300e-4,-27.3518
3.45000000,4.175e-4,-26.7954
3.50000000,4.012e-4,-26.2523
3.55000000,3.818e-4,-25.7221
3.60000000,3.597e-4,-25.2040
3.65000000,3.355e-4,-24.6977
3.70000000,3.096e-4,-24.2026
3.75000000,2.826e-4,-23.7182
3.80000000,2.547e-4,-23.2442
3.85000000,2.265e-4,-22.7801
3.90000000,1.982e-4,-22.3255
3.95000000,1.701e-4,-21.8801
4.00000000,1.425e-4,-21.4434
4.05000000,1.158e-4,-21.0152
4.10000000,8.996e-5,-20.5952
4.15000000,6.534e-5,-20.1829
4.20000000,4.208e-5,-19.7782
4.25000000,2.030e-5,-19.3808
4.30000000,1.300e-7,-18.9903
4.35000000,-1.83e-5,-18.6066
4.40000000,-3.50e-5,-18.2293
4.45000000,-4.99e-5,-17.8584
4.50000000,-6.29e-5,-17.4934
4.55000000,-7.40e-5,-17.1343
4.60000000,-8.32e-5,-16.7808
4.65000000,-9.05e-5,-16.4328
4.70000000,-9.59e-5,-16.0900
4.75000000,-9.94e-5,-15.7522
4.80000000,-1.01e-4,-15.4193
4.85000000,-1.01e-4,-15.0912
4.90000000,-9.95e-5,-14.7676
4.95000000,-9.62e-5,-14.4484
5.00000000,-9.13e-5,-14.1335
5.05000000,-8.50e-5,-13.8227
5.10000000,-7.72e-5,-13.5159
5.15000000,-6.82e-5,-13.2130
5.20000000,-5.79e-5,-12.9138
5.25000000,-4.65e-5,-12.6181
5.30000000,-3.41e-5,-12.3260
5.35000000,-2.08e-5,-12.0373
5.40000000,-6.69e-6,-11.7518
5.45000000,8.134e-6,-11.4694
5.50000000,2.356e-5,-11.1901
5.55000000,3.948e-5,-10.9138
5.60000000,5.578e-5,-10.6403
5.65000000,7.238e-5,-10.3696
5.70000000,8.916e-5,-10.1016
5.75000000,1.060e-4,-9.83618
5.80000000,1.229e-4,-9.57324
5.85000000,1.396e-4,-9.31272
5.90000000,1.561e-4,-9.05455
5.95000000,1.723e-4,-8.79864
6.00000000,1.882e-4,-8.54491
6.05000000,2.035e-4,-8.29330
6.10000000,2.183e-4,-8.04373
6.15000000,2.324e-4,-7.79614
6.20000000,2.458e-4,-7.55045
6.25000000,2.584e-4,-7.30661
6.30000000,2.702e-4,-7.06454
6.35000000,2.809e-4,-6.82418
6.40000000,2.907e-4,-6.58548
6.45000000,2.994e-4,-6.34837
6.50000000,3.070e-4,-6.11279
6.55000000,3.134e-4,-5.87870
6.60000000,3.186e-4,-5.64602
6.65000000,3.225e-4,-5.41471
6.70000000,3.252e-4,-5.18472
6.75000000,3.265e-4,-4.95599
6.80000000,3.266e-4,-4.72847
6.85000000,3.252e-4,-4.50211
6.90000000,3.226e-4,-4.27686
6.95000000,3.185e-4,-4.05268
7.00000000,3.131e-4,-3.82951
7.05000000,3.064e-4,-3.60730
7.10000000,2.983e-4,-3.38602
7.15000000,2.889e-4,-3.16562
7.20000000,2.782e-4,-2.94605
7.25000000,2.663e-4,-2.72727
7.30000000,2.531e-4,-2.50923
7.35000000,2.388e-4,-2.29190
7.40000000,2.234e-4,-2.07522
7.45000000,2.070e-4,-1.85916
7.50000000,1.896e-4,-1.64368
7.55000000,1.713e-4,-1.42873
7.60000000,1.522e-4,-1.21427
7.65000000,1.324e-4,-1.00027
7.70000000,1.126e-4,-0.78668
7.75000000,9.358e-5,-0.57347
7.80000000,7.540e-5,-0.36059
7.85000000,5.826e-5,-0.14802
7.90000000,4.230e-5,0.064303
7.95000000,2.766e-5,0.276403
8.00000000,1.447e-5,0.488323
8.05000000,2.841e-6,0.700102
8.10000000,-7.11e-6,0.911779
8.15000000,-1.53e-5,1.123394
8.20000000,-2.16e-5,1.334985
8.25000000,-2.60e-5,1.546592
8.30000000,-2.85e-5,1.758255
8.35000000,-2.89e-5,1.970012
8.40000000,-2.73e-5,2.181904
8.45000000,-2.37e-5,2.393970
8.50000000,-1.81e-5,2.606252
8.55000000,-1.06e-5,2.818789
8.60000000,-1.22e-6,3.031623
8.65000000,9.904e-6,3.244795
8.70000000,2.264e-5,3.458346
8.75000000,3.682e-5,3.672320
8.80000000,5.224e-5,3.886758
8.85000000,6.868e-5,4.101704
8.90000000,8.585e-5,4.317201
8.95000000,1.034e-4,4.533295
9.00000000,1.211e-4,4.750030
9.05000000,1.384e-4,4.967451
9.10000000,1.550e-4,5.185607
9.15000000,1.702e-4,5.404543
9.20000000,1.836e-4,5.624309
9.25000000,1.945e-4,5.844952
9.30000000,2.022e-4,6.066524
9.35000000,2.082e-4,6.289070
9.40000000,2.141e-4,6.512638
9.45000000,2.201e-4,6.737278
9.50000000,2.259e-4,6.963044
9.55000000,2.315e-4,7.189990
9.60000000,2.369e-4,7.418170
9.65000000,2.419e-4,7.647640
9.70000000,2.465e-4,7.878460
9.75000000,2.505e-4,8.110687
9.80000000,2.538e-4,8.344382
9.85000000,2.562e-4,8.579608
9.90000000,2.577e-4,8.816428
9.95000000,2.580e-4,9.054908
10.0000000,2.569e-4,9.295114
R 50.00000
Frequency (GHz),RE[Z11],IM[Z11]
WIDC = 1200.0
2.00000000,1.926e-4,-48.2434
2.05000000,1.886e-4,-46.9084
2.10000000,1.845e-4,-45.6330
2.15000000,1.804e-4,-44.4130
2.20000000,1.765e-4,-43.2447
2.25000000,1.727e-4,-42.1246
2.30000000,1.691e-4,-41.0494
2.35000000,1.656e-4,-40.0165
2.40000000,1.624e-4,-39.0230
2.45000000,1.593e-4,-38.0667
2.50000000,1.565e-4,-37.1451
2.55000000,1.538e-4,-36.2564
2.60000000,1.512e-4,-35.3985
2.65000000,1.489e-4,-34.5697
2.70000000,1.466e-4,-33.7684
2.75000000,1.445e-4,-32.9931
2.80000000,1.426e-4,-32.2423
2.85000000,1.407e-4,-31.5148
2.90000000,1.389e-4,-30.8094
2.95000000,1.372e-4,-30.1249
3.00000000,1.356e-4,-29.4602
3.05000000,1.340e-4,-28.8145
3.10000000,1.325e-4,-28.1866
3.15000000,1.310e-4,-27.5758
3.20000000,1.296e-4,-26.9813
3.25000000,1.282e-4,-26.4023
3.30000000,1.268e-4,-25.8381
3.35000000,1.255e-4,-25.2880
3.40000000,1.242e-4,-24.7513
3.45000000,1.230e-4,-24.2276
3.50000000,1.217e-4,-23.7161
3.55000000,1.206e-4,-23.2164
3.60000000,1.194e-4,-22.7280
3.65000000,1.183e-4,-22.2504
3.70000000,1.172e-4,-21.7831
3.75000000,1.161e-4,-21.3257
3.80000000,1.151e-4,-20.8779
3.85000000,1.141e-4,-20.4392
3.90000000,1.131e-4,-20.0092
3.95000000,1.122e-4,-19.5876
4.00000000,1.114e-4,-19.1742
4.05000000,1.105e-4,-18.7685
4.10000000,1.098e-4,-18.3702
4.15000000,1.090e-4,-17.9792
4.20000000,1.083e-4,-17.5950
4.25000000,1.077e-4,-17.2176
4.30000000,1.071e-4,-16.8465
4.35000000,1.065e-4,-16.4816
4.40000000,1.060e-4,-16.1227
4.45000000,1.056e-4,-15.7694
4.50000000,1.052e-4,-15.4217
4.55000000,1.048e-4,-15.0794
4.60000000,1.045e-4,-14.7421
4.65000000,1.042e-4,-14.4098
4.70000000,1.040e-4,-14.0823
4.75000000,1.038e-4,-13.7594
4.80000000,1.036e-4,-13.4410
4.85000000,1.035e-4,-13.1268
4.90000000,1.034e-4,-12.8168
4.95000000,1.034e-4,-12.5108
5.00000000,1.034e-4,-12.2087
5.05000000,1.034e-4,-11.9103
5.10000000,1.035e-4,-11.6155
5.15000000,1.036e-4,-11.3242
5.20000000,1.038e-4,-11.0363
5.25000000,1.039e-4,-10.7516
5.30000000,1.041e-4,-10.4700
5.35000000,1.043e-4,-10.1915
5.40000000,1.046e-4,-9.91588
5.45000000,1.048e-4,-9.64310
5.50000000,1.051e-4,-9.37306
5.55000000,1.055e-4,-9.10565
5.60000000,1.058e-4,-8.84079
5.65000000,1.062e-4,-8.57839
5.70000000,1.066e-4,-8.31835
5.75000000,1.070e-4,-8.06061
5.80000000,1.074e-4,-7.80507
5.85000000,1.079e-4,-7.55167
5.90000000,1.084e-4,-7.30032
5.95000000,1.089e-4,-7.05094
6.00000000,1.094e-4,-6.80348
6.05000000,1.100e-4,-6.55785
6.10000000,1.105e-4,-6.31399
6.15000000,1.112e-4,-6.07182
6.20000000,1.118e-4,-5.83130
6.25000000,1.124e-4,-5.59235
6.30000000,1.131e-4,-5.35491
6.35000000,1.139e-4,-5.11892
6.40000000,1.146e-4,-4.88431
6.45000000,1.154e-4,-4.65104
6.50000000,1.162e-4,-4.41904
6.55000000,1.170e-4,-4.18826
6.60000000,1.179e-4,-3.95865
6.65000000,1.188e-4,-3.73014
6.70000000,1.197e-4,-3.50269
6.75000000,1.207e-4,-3.27624
6.80000000,1.217e-4,-3.05074
6.85000000,1.228e-4,-2.82615
6.90000000,1.239e-4,-2.60241
6.95000000,1.250e-4,-2.37947
7.00000000,1.262e-4,-2.15728
7.05000000,1.274e-4,-1.93581
7.10000000,1.286e-4,-1.71498
7.15000000,1.299e-4,-1.49478
7.20000000,1.312e-4,-1.27513
7.25000000,1.326e-4,-1.05601
7.30000000,1.340e-4,-0.83736
7.35000000,1.354e-4,-0.61913
7.40000000,1.369e-4,-0.40129
7.45000000,1.385e-4,-0.18379
7.50000000,1.401e-4,0.033421
7.55000000,1.417e-4,0.250383
7.60000000,1.434e-4,0.467140
7.65000000,1.452e-4,0.683737
7.70000000,1.470e-4,0.900219
7.75000000,1.488e-4,1.116630
7.80000000,1.508e-4,1.333015
7.85000000,1.527e-4,1.549417
7.90000000,1.548e-4,1.765881
7.95000000,1.569e-4,1.982453
8.00000000,1.591e-4,2.199176
8.05000000,1.613e-4,2.416097
8.10000000,1.636e-4,2.633261
8.15000000,1.659e-4,2.850714
8.20000000,1.684e-4,3.068501
8.25000000,1.709e-4,3.286670
8.30000000,1.734e-4,3.505268
8.35000000,1.760e-4,3.724342
8.40000000,1.787e-4,3.943941
8.45000000,1.815e-4,4.164113
8.50000000,1.843e-4,4.384909
8.55000000,1.872e-4,4.606377
8.60000000,1.901e-4,4.828570
8.65000000,1.932e-4,5.051539
8.70000000,1.963e-4,5.275337
8.75000000,1.994e-4,5.500018
8.80000000,2.027e-4,5.725635
8.85000000,2.060e-4,5.952246
8.90000000,2.094e-4,6.179907
8.95000000,2.129e-4,6.408677
9.00000000,2.165e-4,6.638614
9.05000000,2.202e-4,6.869779
9.10000000,2.240e-4,7.102236
9.15000000,2.280e-4,7.336047
9.20000000,2.322e-4,7.571279
9.25000000,2.365e-4,7.807998
9.30000000,2.410e-4,8.046273
9.35000000,2.457e-4,8.286175
9.40000000,2.506e-4,8.527778
9.45000000,2.558e-4,8.771157
9.50000000,2.611e-4,9.016388
9.55000000,2.666e-4,9.263551
9.60000000,2.722e-4,9.512730
9.65000000,2.781e-4,9.764008
9.70000000,2.840e-4,10.01747
9.75000000,2.901e-4,10.27322
9.80000000,2.962e-4,10.53133
9.85000000,3.023e-4,10.79192
9.90000000,3.083e-4,11.05507
9.95000000,3.141e-4,11.32090
10.0000000,3.196e-4,11.58951
R 50.00000
Frequency (GHz),RE[Z11],IM[Z11]
WIDC = 1300.0
2.00000000,1.800e-4,-44.5858
2.05000000,-2.93e-4,-43.3358
2.10000000,-6.03e-4,-42.1412
2.15000000,-7.87e-4,-40.9983
2.20000000,-8.76e-4,-39.9033
2.25000000,-8.94e-4,-38.8532
2.30000000,-8.60e-4,-37.8449
2.35000000,-7.90e-4,-36.8758
2.40000000,-6.96e-4,-35.9435
2.45000000,-5.88e-4,-35.0456
2.50000000,-4.73e-4,-34.1801
2.55000000,-3.56e-4,-33.3451
2.60000000,-2.43e-4,-32.5388
2.65000000,-1.35e-4,-31.7596
2.70000000,-3.55e-5,-31.0059
2.75000000,5.449e-5,-30.2763
2.80000000,1.342e-4,-29.5696
2.85000000,2.033e-4,-28.8845
2.90000000,2.618e-4,-28.2198
2.95000000,3.099e-4,-27.5746
3.00000000,3.482e-4,-26.9478
3.05000000,3.771e-4,-26.3386
3.10000000,3.974e-4,-25.7460
3.15000000,4.099e-4,-25.1693
3.20000000,4.154e-4,-24.6076
3.25000000,4.147e-4,-24.0604
3.30000000,4.085e-4,-23.5268
3.35000000,3.977e-4,-23.0063
3.40000000,3.830e-4,-22.4984
3.45000000,3.651e-4,-22.0023
3.50000000,3.446e-4,-21.5177
3.55000000,3.221e-4,-21.0440
3.60000000,2.983e-4,-20.5807
3.65000000,2.735e-4,-20.1275
3.70000000,2.483e-4,-19.6838
3.75000000,2.231e-4,-19.2492
3.80000000,1.982e-4,-18.8235
3.85000000,1.739e-4,-18.4062
3.90000000,1.505e-4,-17.9971
3.95000000,1.282e-4,-17.5956
4.00000000,1.072e-4,-17.2017
4.05000000,8.766e-5,-16.8149
4.10000000,6.965e-5,-16.4351
4.15000000,5.328e-5,-16.0618
4.20000000,3.859e-5,-15.6950
4.25000000,2.563e-5,-15.3342
4.30000000,1.438e-5,-14.9794
4.35000000,4.855e-6,-14.6303
4.40000000,-2.99e-6,-14.2866
4.45000000,-9.21e-6,-13.9482
4.50000000,-1.39e-5,-13.6148
4.55000000,-1.70e-5,-13.2863
4.60000000,-1.87e-5,-12.9626
4.65000000,-1.91e-5,-12.6434
4.70000000,-1.83e-5,-12.3285
4.75000000,-1.63e-5,-12.0179
4.80000000,-1.33e-5,-11.7114
4.85000000,-9.34e-6,-11.4087
4.90000000,-4.59e-6,-11.1099
4.95000000,8.651e-7,-10.8146
5.00000000,6.926e-6,-10.5229
5.05000000,1.349e-5,-10.2346
5.10000000,2.044e-5,-9.94957
5.15000000,2.770e-5,-9.66768
5.20000000,3.516e-5,-9.38882
5.25000000,4.274e-5,-9.11289
5.30000000,5.035e-5,-8.83979
5.35000000,5.790e-5,-8.56940
5.40000000,6.534e-5,-8.30164
5.45000000,7.258e-5,-8.03641
5.50000000,7.957e-5,-7.77362
5.55000000,8.625e-5,-7.51317
5.60000000,9.258e-5,-7.25498
5.65000000,9.850e-5,-6.99897
5.70000000,1.040e-4,-6.74504
5.75000000,1.090e-4,-6.49313
5.80000000,1.136e-4,-6.24316
5.85000000,1.177e-4,-5.99504
5.90000000,1.213e-4,-5.74870
5.95000000,1.244e-4,-5.50408
6.00000000,1.271e-4,-5.26110
6.05000000,1.293e-4,-5.01969
6.10000000,1.310e-4,-4.77979
6.15000000,1.322e-4,-4.54133
6.20000000,1.331e-4,-4.30425
6.25000000,1.335e-4,-4.06848
6.30000000,1.335e-4,-3.83396
6.35000000,1.331e-4,-3.60063
6.40000000,1.325e-4,-3.36843
6.45000000,1.315e-4,-3.13731
6.50000000,1.303e-4,-2.90721
6.55000000,1.289e-4,-2.67806
6.60000000,1.272e-4,-2.44982
6.65000000,1.255e-4,-2.22242
6.70000000,1.237e-4,-1.99582
6.75000000,1.219e-4,-1.76996
